id_code,firm,num_advisors,Role,level,amount
TB5,TB5_2,<25,Financial Advisor,225e3,0.25
TL9,TL9,<25,Registered Representative,225e3,0.2
PB8,PB8,25-100,Investment Client Advisor,225e3,0.3
PT3,PT3,25-100,Advisor,225e3,0.09
TT7,TT7,<25,Financial Advisor,225e3,0.31
GB1,GB1_1,> 100,Branch Advisor,225e3,0.15
GB1,GB1_2,> 100,Hub Advisor,225e3,0.15
GT1,GT1_1,> 100,Traditional Advisor,225e3,0.27
GT1,GT1_2,> 100,Team Based (Partnered) Advisor,225e3,0.25
GL1,GL1,> 100,Advisor,225e3,0.25
TL7,TL7,25-100,Advisor,225e3,0.36
AB6,AB6,25-100,Advisor,225e3,0.35
AB4,AB4,25-100,Retail Investment Sales Officer,225e3,0.35
PT12,PT12,<25,Advisor,225e3,0.29
AT7,AT7_1,25-100,Full Commission Advisor,225e3,0.38
AT7,AT7_2,25-100,"""Guaranteed"" Advisor",225e3,0.19
AB3,AB3,25-100,Financial Consultant,225e3,0.2
PT13,PT13,<25,Financial Advisor,225e3,0.37
AB7,AB7,> 100,Financial Advisor/Associate FA,225e3,0.26
AT2,AT2_1,> 100,Advisor,225e3,0.28
TL5,TL5,<25,Financial Advisor,225e3,0.25
AT6,AT6,> 100,Advisor,225e3,0.27
PR3,PR3,< 25,New Financial Advisor,225e3,0
PR2,PR2,25-100,Advisor,225e3,0.25
AT3,AT3_1,> 100,Branch Advisor,225e3,0.25
AT3,AT3_2,> 100,Centralized Advisor,225e3,0.29
AT1,AT1_1,> 100,"""Grandfathered"" Advisor",225e3,0.13
AT1,AT1_2,> 100,Advisor,225e3,0.13
TL14,TL14_1,<25,Advisor,225e3,0.31
PR1,PR1,25-100,Advisor,225e3,0.25
PB1,PB1,< 25,Financial Advisor,225e3,0.13
TB7,TB7_1,< 25,New Financial Advisor,225e3,0.3
TB7,TB7_2,< 25,Financial Advisor,225e3,0.25
PB6,PB6,25-100,Retail Financial Consultant,225e3,0.33
AT5,AT5_1,25-100,Financial Consultant,225e3,0.09
AL3,AL3,25-100,Wealth Advisor,225e3,0.25
AT2,AT2_2,> 100,Senior Advisor,225e3,0.28
AR3,AR3,> 100,Senior Advisor,225e3,0.33
PB3,PB3_1,25-100,Senior Advisor,225e3,0.23
PB9,PB9_2,25-100,Senior Advisor,225e3,0.35
PR4,PR4,< 25,Financial Consultant II,225e3,0.38
AB2,AB2,25-100,Senior Investment Representative,225e3,0.34
AT1,AT1_3,> 100,Senior  Financial Advisor,225e3,0.13
TB7,TB7_3,< 25,Senior  Financial Advisor,225e3,0.25
TB5,TB5_3,< 25,Senior Financial Advisor,225e3,0.25
AT5,AT5_2,25-100,2nd Story Financial Consultant,225e3,0
TB7,TB7_4,< 25,Private Financial Advisor,225e3,0.4
PB9,PB9_3,25-100,Independent Advisor,225e3,0.4
PB3,PB3_2,25-100,Independent Advisor,225e3,0.26
TL14,TL14_2,< 25,Independent Advisor,225e3,0.36
W,W_1,> 100,Advisor 0-5 Yrs,225e3,0.28
W,W_2,> 100,Advisor 5-7 Yrs,225e3,0.28
W,W_3,> 100,Advisor 7-9 Yrs,225e3,0.28
W,W_4,> 100,Advisor 9-15 Yrs,225e3,0.28
W,W_5,> 100,Advisor 15-19 Yrs,225e3,0.28
W,W_6,> 100,Advisor 20-25 Yrs,225e3,0.28
W,W_7,> 100,Advisor 25+ Yrs,225e3,0.28
GR1,GR1,> 100,Advisor,24e4,0.22
PT10,PT10,<25,Financial Advisor,24e4,0.39
TL13,TL13_1,<25,Financial Advisor (New),24e4,0.32
TL13,TL13_2,<25,Financial Advisor (Composite),24e4,0.32
PT5,PT5,< 25,Advisor,24e4,0.36
PB9,PB9_1,25-100,Advisor,24e4,0.27
PB7,PB7,25-100,Advisor,24e4,0.15
PT11,PT11,<25,Financial Advisor,24e4,0.37
AR2,AR2,> 100,Advisor,24e4,0.2
TR7,TR7,<25,Investment Representative,24e4,0.3
TR2,TR2,25-100,Financial Advisor,24e4,0.25
AR6,AR6_1,25-100,KJM (Tier I) Representative,24e4,0.35
AR6,AR6_2,25-100,MBE (Tier II) Representative,24e4,0.35
AR6,AR6_3,25-100,SPG (Tier III) Representative,24e4,0.4
TR8,TR8,<25,Financial Advisor,24e4,0.19
AB5,AB5,<25,Financial Advisor,24e4,0.38
PB14,PB14,<25,Financial Consultant,24e4,0.3
TB5,TB5_1,<25,Wealth Advisor,24e4,0.42
AR7,AR7,25-100,Financial Advisor,24e4,0.35
TB6,TB6,<25,Financial Advisor,24e4,0.28
TB5,TB5_2,<25,Financial Advisor,24e4,0.25
TL9,TL9,<25,Registered Representative,24e4,0.25
PB8,PB8,25-100,Investment Client Advisor,24e4,0.3
PT3,PT3,25-100,Advisor,24e4,0.09
TT7,TT7,<25,Financial Advisor,24e4,0.31
GB1,GB1_1,> 100,Branch Advisor,24e4,0.15
GB1,GB1_2,> 100,Hub Advisor,24e4,0.15
GT1,GT1_1,> 100,Traditional Advisor,24e4,0.27
GT1,GT1_2,> 100,Team Based (Partnered) Advisor,24e4,0.25
GL1,GL1,> 100,Advisor,24e4,0.25
TL7,TL7,25-100,Advisor,24e4,0.36
AB6,AB6,25-100,Advisor,24e4,0.35
AB4,AB4,25-100,Retail Investment Sales Officer,24e4,0.35
PT12,PT12,<25,Advisor,24e4,0.29
AT7,AT7_1,25-100,Full Commission Advisor,24e4,0.38
AT7,AT7_2,25-100,"""Guaranteed"" Advisor",24e4,0.19
AB3,AB3,25-100,Financial Consultant,24e4,0.2
PT13,PT13,<25,Financial Advisor,24e4,0.37
AB7,AB7,> 100,Financial Advisor/Associate FA,24e4,0.26
AT2,AT2_1,> 100,Advisor,24e4,0.28
TL5,TL5,<25,Financial Advisor,24e4,0.25
AT6,AT6,> 100,Advisor,24e4,0.27
PR3,PR3,< 25,New Financial Advisor,24e4,0
PR2,PR2,25-100,Advisor,24e4,0.25
AT3,AT3_1,> 100,Branch Advisor,24e4,0.25
AT3,AT3_2,> 100,Centralized Advisor,24e4,0.29
AT1,AT1_1,> 100,"""Grandfathered"" Advisor",24e4,0.17
AT1,AT1_2,> 100,Advisor,24e4,0.17
TL14,TL14_1,<25,Advisor,24e4,0.34
PR1,PR1,25-100,Advisor,24e4,0.32
PB1,PB1,< 25,Financial Advisor,24e4,0.13
TB7,TB7_1,< 25,New Financial Advisor,24e4,0.3
TB7,TB7_2,< 25,Financial Advisor,24e4,0.25
PB6,PB6,25-100,Retail Financial Consultant,24e4,0.33
AT5,AT5_1,25-100,Financial Consultant,24e4,0.09
AL3,AL3,25-100,Wealth Advisor,24e4,0.25
AT2,AT2_2,> 100,Senior Advisor,24e4,0.28
AR3,AR3,> 100,Senior Advisor,24e4,0.36
PB3,PB3_1,25-100,Senior Advisor,24e4,0.23
PB9,PB9_2,25-100,Senior Advisor,24e4,0.35
PR4,PR4,< 25,Financial Consultant II,24e4,0.38
AB2,AB2,25-100,Senior Investment Representative,24e4,0.34
AT1,AT1_3,> 100,Senior  Financial Advisor,24e4,0.17
TB7,TB7_3,< 25,Senior  Financial Advisor,24e4,0.25
TB5,TB5_3,< 25,Senior Financial Advisor,24e4,0.25
AT5,AT5_2,25-100,2nd Story Financial Consultant,24e4,0
TB7,TB7_4,< 25,Private Financial Advisor,24e4,0.4
PB9,PB9_3,25-100,Independent Advisor,24e4,0.4
PB3,PB3_2,25-100,Independent Advisor,24e4,0.26
TL14,TL14_2,< 25,Independent Advisor,24e4,0.39
W,W_1,> 100,Advisor 0-5 Yrs,24e4,0.32
W,W_2,> 100,Advisor 5-7 Yrs,24e4,0.32
W,W_3,> 100,Advisor 7-9 Yrs,24e4,0.32
W,W_4,> 100,Advisor 9-15 Yrs,24e4,0.32
W,W_5,> 100,Advisor 15-19 Yrs,24e4,0.32
W,W_6,> 100,Advisor 20-25 Yrs,24e4,0.32
W,W_7,> 100,Advisor 25+ Yrs,24e4,0.32
GR1,GR1,> 100,Advisor,25e4,0.22
PT10,PT10,<25,Financial Advisor,25e4,0.39
TL13,TL13_1,<25,Financial Advisor (New),25e4,0.32
TL13,TL13_2,<25,Financial Advisor (Composite),25e4,0.32
PT5,PT5,< 25,Advisor,25e4,0.39
PB9,PB9_1,25-100,Advisor,25e4,0.27
PB7,PB7,25-100,Advisor,25e4,0.15
PT11,PT11,<25,Financial Advisor,25e4,0.37
AR2,AR2,> 100,Advisor,25e4,0.25
TR7,TR7,<25,Investment Representative,25e4,0.34
TR2,TR2,25-100,Financial Advisor,25e4,0.25
AR6,AR6_1,25-100,KJM (Tier I) Representative,25e4,0.4
AR6,AR6_2,25-100,MBE (Tier II) Representative,25e4,0.4
AR6,AR6_3,25-100,SPG (Tier III) Representative,25e4,0.4
TR8,TR8,<25,Financial Advisor,25e4,0.2
AB5,AB5,<25,Financial Advisor,25e4,0.38
PB14,PB14,<25,Financial Consultant,25e4,0.3
TB5,TB5_1,<25,Wealth Advisor,25e4,0.42
AR7,AR7,25-100,Financial Advisor,25e4,0.35
TB6,TB6,<25,Financial Advisor,25e4,0.28
TB5,TB5_2,<25,Financial Advisor,25e4,0.25
TL9,TL9,<25,Registered Representative,25e4,0.25
PB8,PB8,25-100,Investment Client Advisor,25e4,0.3
PT3,PT3,25-100,Advisor,25e4,0.18
TT7,TT7,<25,Financial Advisor,25e4,0.33
GB1,GB1_1,> 100,Branch Advisor,25e4,0.21
GB1,GB1_2,> 100,Hub Advisor,25e4,0.18
GT1,GT1_1,> 100,Traditional Advisor,25e4,0.27
GT1,GT1_2,> 100,Team Based (Partnered) Advisor,25e4,0.25
GL1,GL1,> 100,Advisor,25e4,0.25
TL7,TL7,25-100,Advisor,25e4,0.36
AB6,AB6,25-100,Advisor,25e4,0.35
AB4,AB4,25-100,Retail Investment Sales Officer,25e4,0.35
PT12,PT12,<25,Advisor,25e4,0.32
AT7,AT7_1,25-100,Full Commission Advisor,25e4,0.38
AT7,AT7_2,25-100,"""Guaranteed"" Advisor",25e4,0.19
AB3,AB3,25-100,Financial Consultant,25e4,0.2
PT13,PT13,<25,Financial Advisor,25e4,0.37
AB7,AB7,> 100,Financial Advisor/Associate FA,25e4,0.26
AT2,AT2_1,> 100,Advisor,25e4,0.31
TL5,TL5,<25,Financial Advisor,25e4,0.3
AT6,AT6,> 100,Advisor,25e4,0.32
PR3,PR3,< 25,New Financial Advisor,25e4,0
PR2,PR2,25-100,Advisor,25e4,0.25
AT3,AT3_1,> 100,Branch Advisor,25e4,0.28
AT3,AT3_2,> 100,Centralized Advisor,25e4,0.32
AT1,AT1_1,> 100,"""Grandfathered"" Advisor",25e4,0.17
AT1,AT1_2,> 100,Advisor,25e4,0.17
TL14,TL14_1,<25,Advisor,25e4,0.34
PR1,PR1,25-100,Advisor,25e4,0.32
PB1,PB1,< 25,Financial Advisor,25e4,0.14
TB7,TB7_1,< 25,New Financial Advisor,25e4,0.3
TB7,TB7_2,< 25,Financial Advisor,25e4,0.3
PB6,PB6,25-100,Retail Financial Consultant,25e4,0.35
AT5,AT5_1,25-100,Financial Consultant,25e4,0.09
AL3,AL3,25-100,Wealth Advisor,25e4,0.25
AT2,AT2_2,> 100,Senior Advisor,25e4,0.31
AR3,AR3,> 100,Senior Advisor,25e4,0.36
PB3,PB3_1,25-100,Senior Advisor,25e4,0.26
PB9,PB9_2,25-100,Senior Advisor,25e4,0.35
PR4,PR4,< 25,Financial Consultant II,25e4,0.38
AB2,AB2,25-100,Senior Investment Representative,25e4,0.34
AT1,AT1_3,> 100,Senior  Financial Advisor,25e4,0.17
TB7,TB7_3,< 25,Senior  Financial Advisor,25e4,0.3
TB5,TB5_3,< 25,Senior Financial Advisor,25e4,0.25
AT5,AT5_2,25-100,2nd Story Financial Consultant,25e4,0
TB7,TB7_4,< 25,Private Financial Advisor,25e4,0.4
PB9,PB9_3,25-100,Independent Advisor,25e4,0.4
PB3,PB3_2,25-100,Independent Advisor,25e4,0.26
TL14,TL14_2,< 25,Independent Advisor,25e4,0.39
W,W_1,> 100,Advisor 0-5 Yrs,25e4,0.32
W,W_2,> 100,Advisor 5-7 Yrs,25e4,0.32
W,W_3,> 100,Advisor 7-9 Yrs,25e4,0.32
W,W_4,> 100,Advisor 9-15 Yrs,25e4,0.32
W,W_5,> 100,Advisor 15-19 Yrs,25e4,0.32
W,W_6,> 100,Advisor 20-25 Yrs,25e4,0.32
W,W_7,> 100,Advisor 25+ Yrs,25e4,0.32
GR1,GR1,> 100,Advisor,275e3,0.22
PT10,PT10,<25,Financial Advisor,275e3,0.39
TL13,TL13_1,<25,Financial Advisor (New),275e3,0.32
TL13,TL13_2,<25,Financial Advisor (Composite),275e3,0.32
PT5,PT5,< 25,Advisor,275e3,0.39
PB9,PB9_1,25-100,Advisor,275e3,0.27
PB7,PB7,25-100,Advisor,275e3,0.15
PT11,PT11,<25,Financial Advisor,275e3,0.37
AR2,AR2,> 100,Advisor,275e3,0.25
TR7,TR7,<25,Investment Representative,275e3,0.34
TR2,TR2,25-100,Financial Advisor,275e3,0.25
AR6,AR6_1,25-100,KJM (Tier I) Representative,275e3,0.4
AR6,AR6_2,25-100,MBE (Tier II) Representative,275e3,0.4
AR6,AR6_3,25-100,SPG (Tier III) Representative,275e3,0.4
TR8,TR8,<25,Financial Advisor,275e3,0.2
AB5,AB5,<25,Financial Advisor,275e3,0.4
PB14,PB14,<25,Financial Consultant,275e3,0.3
TB5,TB5_1,<25,Wealth Advisor,275e3,0.42
AR7,AR7,25-100,Financial Advisor,275e3,0.35
TB6,TB6,<25,Financial Advisor,275e3,0.28
TB5,TB5_2,<25,Financial Advisor,275e3,0.25
TL9,TL9,<25,Registered Representative,275e3,0.25
PB8,PB8,25-100,Investment Client Advisor,275e3,0.3
PT3,PT3,25-100,Advisor,275e3,0.18
TT7,TT7,<25,Financial Advisor,275e3,0.33
GB1,GB1_1,> 100,Branch Advisor,275e3,0.21
GB1,GB1_2,> 100,Hub Advisor,275e3,0.18
GT1,GT1_1,> 100,Traditional Advisor,275e3,0.31
GT1,GT1_2,> 100,Team Based (Partnered) Advisor,275e3,0.29
GL1,GL1,> 100,Advisor,275e3,0.25
TL7,TL7,25-100,Advisor,275e3,0.36
AB6,AB6,25-100,Advisor,275e3,0.35
AB4,AB4,25-100,Retail Investment Sales Officer,275e3,0.35
PT12,PT12,<25,Advisor,275e3,0.32
AT7,AT7_1,25-100,Full Commission Advisor,275e3,0.38
AT7,AT7_2,25-100,"""Guaranteed"" Advisor",275e3,0.19
AB3,AB3,25-100,Financial Consultant,275e3,0.2
PT13,PT13,<25,Financial Advisor,275e3,0.37
AB7,AB7,> 100,Financial Advisor/Associate FA,275e3,0.26
AT2,AT2_1,> 100,Advisor,275e3,0.31
TL5,TL5,<25,Financial Advisor,275e3,0.3
AT6,AT6,> 100,Advisor,275e3,0.32
PR3,PR3,< 25,New Financial Advisor,275e3,0
PR2,PR2,25-100,Advisor,275e3,0.3
AT3,AT3_1,> 100,Branch Advisor,275e3,0.28
AT3,AT3_2,> 100,Centralized Advisor,275e3,0.32
AT1,AT1_1,> 100,"""Grandfathered"" Advisor",275e3,0.21
AT1,AT1_2,> 100,Advisor,275e3,0.19
TL14,TL14_1,<25,Advisor,275e3,0.34
PR1,PR1,25-100,Advisor,275e3,0.33
PB1,PB1,< 25,Financial Advisor,275e3,0.14
TB7,TB7_1,< 25,New Financial Advisor,275e3,0.3
TB7,TB7_2,< 25,Financial Advisor,275e3,0.3
PB6,PB6,25-100,Retail Financial Consultant,275e3,0.35
AT5,AT5_1,25-100,Financial Consultant,275e3,0.09
AL3,AL3,25-100,Wealth Advisor,275e3,0.3
AT2,AT2_2,> 100,Senior Advisor,275e3,0.31
AR3,AR3,> 100,Senior Advisor,275e3,0.36
PB3,PB3_1,25-100,Senior Advisor,275e3,0.26
PB9,PB9_2,25-100,Senior Advisor,275e3,0.35
PR4,PR4,< 25,Financial Consultant II,275e3,0.38
AB2,AB2,25-100,Senior Investment Representative,275e3,0.34
AT1,AT1_3,> 100,Senior  Financial Advisor,275e3,0.19
TB7,TB7_3,< 25,Senior  Financial Advisor,275e3,0.3
TB5,TB5_3,< 25,Senior Financial Advisor,275e3,0.25
AT5,AT5_2,25-100,2nd Story Financial Consultant,275e3,0
TB7,TB7_4,< 25,Private Financial Advisor,275e3,0.4
PB9,PB9_3,25-100,Independent Advisor,275e3,0.4
PB3,PB3_2,25-100,Independent Advisor,275e3,0.26
TL14,TL14_2,< 25,Independent Advisor,275e3,0.39
W,W_1,> 100,Advisor 0-5 Yrs,275e3,0.32
W,W_2,> 100,Advisor 5-7 Yrs,275e3,0.32
W,W_3,> 100,Advisor 7-9 Yrs,275e3,0.32
W,W_4,> 100,Advisor 9-15 Yrs,275e3,0.32
W,W_5,> 100,Advisor 15-19 Yrs,275e3,0.32
W,W_6,> 100,Advisor 20-25 Yrs,275e3,0.32
W,W_7,> 100,Advisor 25+ Yrs,275e3,0.32
GR1,GR1,> 100,Advisor,3e5,0.29
PT10,PT10,<25,Financial Advisor,3e5,0.39
TL13,TL13_1,<25,Financial Advisor (New),3e5,0.32
TL13,TL13_2,<25,Financial Advisor (Composite),3e5,0.34
PT5,PT5,< 25,Advisor,3e5,0.39
PB9,PB9_1,25-100,Advisor,3e5,0.27
PB7,PB7,25-100,Advisor,3e5,0.2
PT11,PT11,<25,Financial Advisor,3e5,0.37
AR2,AR2,> 100,Advisor,3e5,0.28
TR7,TR7,<25,Investment Representative,3e5,0.34
TR2,TR2,25-100,Financial Advisor,3e5,0.25
AR6,AR6_1,25-100,KJM (Tier I) Representative,3e5,0.4
AR6,AR6_2,25-100,MBE (Tier II) Representative,3e5,0.4
AR6,AR6_3,25-100,SPG (Tier III) Representative,3e5,0.4
TR8,TR8,<25,Financial Advisor,3e5,0.22
AB5,AB5,<25,Financial Advisor,3e5,0.42
PB14,PB14,<25,Financial Consultant,3e5,0.3
TB5,TB5_1,<25,Wealth Advisor,3e5,0.42
AR7,AR7,25-100,Financial Advisor,3e5,0.35
TB6,TB6,<25,Financial Advisor,3e5,0.31
TB5,TB5_2,<25,Financial Advisor,3e5,0.25
TL9,TL9,<25,Registered Representative,3e5,0.28
PB8,PB8,25-100,Investment Client Advisor,3e5,0.31
PT3,PT3,25-100,Advisor,3e5,0.24
TT7,TT7,<25,Financial Advisor,3e5,0.35
GB1,GB1_1,> 100,Branch Advisor,3e5,0.27
GB1,GB1_2,> 100,Hub Advisor,3e5,0.22
GT1,GT1_1,> 100,Traditional Advisor,3e5,0.31
GT1,GT1_2,> 100,Team Based (Partnered) Advisor,3e5,0.29
GL1,GL1,> 100,Advisor,3e5,0.32
TL7,TL7,25-100,Advisor,3e5,0.36
AB6,AB6,25-100,Advisor,3e5,0.35
AB4,AB4,25-100,Retail Investment Sales Officer,3e5,0.35
PT12,PT12,<25,Advisor,3e5,0.32
AT7,AT7_1,25-100,Full Commission Advisor,3e5,0.4
AT7,AT7_2,25-100,"""Guaranteed"" Advisor",3e5,0.19
AB3,AB3,25-100,Financial Consultant,3e5,0.3
PT13,PT13,<25,Financial Advisor,3e5,0.39
AB7,AB7,> 100,Financial Advisor/Associate FA,3e5,0.3
AT2,AT2_1,> 100,Advisor,3e5,0.34
TL5,TL5,<25,Financial Advisor,3e5,0.35
AT6,AT6,> 100,Advisor,3e5,0.33
PR3,PR3,< 25,New Financial Advisor,3e5,0.32
PR2,PR2,25-100,Advisor,3e5,0.3
AT3,AT3_1,> 100,Branch Advisor,3e5,0.32
AT3,AT3_2,> 100,Centralized Advisor,3e5,0.36
AT1,AT1_1,> 100,"""Grandfathered"" Advisor",3e5,0.24
AT1,AT1_2,> 100,Advisor,3e5,0.22
TL14,TL14_1,<25,Advisor,3e5,0.34
PR1,PR1,25-100,Advisor,3e5,0.34
PB1,PB1,< 25,Financial Advisor,3e5,0.18
TB7,TB7_1,< 25,New Financial Advisor,3e5,0.3
TB7,TB7_2,< 25,Financial Advisor,3e5,0.3
PB6,PB6,25-100,Retail Financial Consultant,3e5,0.36
AT5,AT5_1,25-100,Financial Consultant,3e5,0.12
AL3,AL3,25-100,Wealth Advisor,3e5,0.3
AT2,AT2_2,> 100,Senior Advisor,3e5,0.34
AR3,AR3,> 100,Senior Advisor,3e5,0.36
PB3,PB3_1,25-100,Senior Advisor,3e5,0.29
PB9,PB9_2,25-100,Senior Advisor,3e5,0.35
PR4,PR4,< 25,Financial Consultant II,3e5,0.38
AB2,AB2,25-100,Senior Investment Representative,3e5,0.38
AT1,AT1_3,> 100,Senior  Financial Advisor,3e5,0.22
TB7,TB7_3,< 25,Senior  Financial Advisor,3e5,0.3
TB5,TB5_3,< 25,Senior Financial Advisor,3e5,0.25
AT5,AT5_2,25-100,2nd Story Financial Consultant,3e5,0
TB7,TB7_4,< 25,Private Financial Advisor,3e5,0.4
PB9,PB9_3,25-100,Independent Advisor,3e5,0.4
PB3,PB3_2,25-100,Independent Advisor,3e5,0.32
TL14,TL14_2,< 25,Independent Advisor,3e5,0.39
W,W_1,> 100,Advisor 0-5 Yrs,3e5,0.34
W,W_2,> 100,Advisor 5-7 Yrs,3e5,0.34
W,W_3,> 100,Advisor 7-9 Yrs,3e5,0.34
W,W_4,> 100,Advisor 9-15 Yrs,3e5,0.34
W,W_5,> 100,Advisor 15-19 Yrs,3e5,0.34
W,W_6,> 100,Advisor 20-25 Yrs,3e5,0.34
W,W_7,> 100,Advisor 25+ Yrs,3e5,0.34
GR1,GR1,> 100,Advisor,325e3,0.29
PT10,PT10,<25,Financial Advisor,325e3,0.39
TL13,TL13_1,<25,Financial Advisor (New),325e3,0.32
TL13,TL13_2,<25,Financial Advisor (Composite),325e3,0.34
PT5,PT5,< 25,Advisor,325e3,0.39
PB9,PB9_1,25-100,Advisor,325e3,0.27
PB7,PB7,25-100,Advisor,325e3,0.2
PT11,PT11,<25,Financial Advisor,325e3,0.37
AR2,AR2,> 100,Advisor,325e3,0.28
TR7,TR7,<25,Investment Representative,325e3,0.34
TR2,TR2,25-100,Financial Advisor,325e3,0.25
AR6,AR6_1,25-100,KJM (Tier I) Representative,325e3,0.4
AR6,AR6_2,25-100,MBE (Tier II) Representative,325e3,0.4
AR6,AR6_3,25-100,SPG (Tier III) Representative,325e3,0.4
TR8,TR8,<25,Financial Advisor,325e3,0.22
AB5,AB5,<25,Financial Advisor,325e3,0.42
PB14,PB14,<25,Financial Consultant,325e3,0.3
TB5,TB5_1,<25,Wealth Advisor,325e3,0.42
AR7,AR7,25-100,Financial Advisor,325e3,0.35
TB6,TB6,<25,Financial Advisor,325e3,0.31
TB5,TB5_2,<25,Financial Advisor,325e3,0.25
TL9,TL9,<25,Registered Representative,325e3,0.28
PB8,PB8,25-100,Investment Client Advisor,325e3,0.31
PT3,PT3,25-100,Advisor,325e3,0.24
TT7,TT7,<25,Financial Advisor,325e3,0.35
GB1,GB1_1,> 100,Branch Advisor,325e3,0.27
GB1,GB1_2,> 100,Hub Advisor,325e3,0.22
GT1,GT1_1,> 100,Traditional Advisor,325e3,0.35
GT1,GT1_2,> 100,Team Based (Partnered) Advisor,325e3,0.33
GL1,GL1,> 100,Advisor,325e3,0.32
TL7,TL7,25-100,Advisor,325e3,0.36
AB6,AB6,25-100,Advisor,325e3,0.35
AB4,AB4,25-100,Retail Investment Sales Officer,325e3,0.35
PT12,PT12,<25,Advisor,325e3,0.32
AT7,AT7_1,25-100,Full Commission Advisor,325e3,0.4
AT7,AT7_2,25-100,"""Guaranteed"" Advisor",325e3,0.19
AB3,AB3,25-100,Financial Consultant,325e3,0.3
PT13,PT13,<25,Financial Advisor,325e3,0.39
AB7,AB7,> 100,Financial Advisor/Associate FA,325e3,0.3
AT2,AT2_1,> 100,Advisor,325e3,0.34
TL5,TL5,<25,Financial Advisor,325e3,0.35
AT6,AT6,> 100,Advisor,325e3,0.33
PR3,PR3,< 25,New Financial Advisor,325e3,0.32
PR2,PR2,25-100,Advisor,325e3,0.3
AT3,AT3_1,> 100,Branch Advisor,325e3,0.32
AT3,AT3_2,> 100,Centralized Advisor,325e3,0.36
AT1,AT1_1,> 100,"""Grandfathered"" Advisor",325e3,0.24
AT1,AT1_2,> 100,Advisor,325e3,0.22
TL14,TL14_1,<25,Advisor,325e3,0.34
PR1,PR1,25-100,Advisor,325e3,0.34
PB1,PB1,< 25,Financial Advisor,325e3,0.18
TB7,TB7_1,< 25,New Financial Advisor,325e3,0.3
TB7,TB7_2,< 25,Financial Advisor,325e3,0.3
PB6,PB6,25-100,Retail Financial Consultant,325e3,0.36
AT5,AT5_1,25-100,Financial Consultant,325e3,0.12
AL3,AL3,25-100,Wealth Advisor,325e3,0.34
AT2,AT2_2,> 100,Senior Advisor,325e3,0.34
AR3,AR3,> 100,Senior Advisor,325e3,0.36
PB3,PB3_1,25-100,Senior Advisor,325e3,0.29
PB9,PB9_2,25-100,Senior Advisor,325e3,0.35
PR4,PR4,< 25,Financial Consultant II,325e3,0.38
AB2,AB2,25-100,Senior Investment Representative,325e3,0.38
AT1,AT1_3,> 100,Senior  Financial Advisor,325e3,0.22
TB7,TB7_3,< 25,Senior  Financial Advisor,325e3,0.3
TB5,TB5_3,< 25,Senior Financial Advisor,325e3,0.25
AT5,AT5_2,25-100,2nd Story Financial Consultant,325e3,0
TB7,TB7_4,< 25,Private Financial Advisor,325e3,0.4
PB9,PB9_3,25-100,Independent Advisor,325e3,0.4
PB3,PB3_2,25-100,Independent Advisor,325e3,0.32
TL14,TL14_2,< 25,Independent Advisor,325e3,0.39
W,W_1,> 100,Advisor 0-5 Yrs,325e3,0.34
W,W_2,> 100,Advisor 5-7 Yrs,325e3,0.34
W,W_3,> 100,Advisor 7-9 Yrs,325e3,0.34
W,W_4,> 100,Advisor 9-15 Yrs,325e3,0.34
W,W_5,> 100,Advisor 15-19 Yrs,325e3,0.34
W,W_6,> 100,Advisor 20-25 Yrs,325e3,0.34
W,W_7,> 100,Advisor 25+ Yrs,325e3,0.34
GR1,GR1,> 100,Advisor,35e4,0.33
PT10,PT10,<25,Financial Advisor,35e4,0.39
TL13,TL13_1,<25,Financial Advisor (New),35e4,0.32
TL13,TL13_2,<25,Financial Advisor (Composite),35e4,0.34
PT5,PT5,< 25,Advisor,35e4,0.39
PB9,PB9_1,25-100,Advisor,35e4,0.27
PB7,PB7,25-100,Advisor,35e4,0.2
PT11,PT11,<25,Financial Advisor,35e4,0.37
AR2,AR2,> 100,Advisor,35e4,0.31
TR7,TR7,<25,Investment Representative,35e4,0.34
TR2,TR2,25-100,Financial Advisor,35e4,0.25
AR6,AR6_1,25-100,KJM (Tier I) Representative,35e4,0.4
AR6,AR6_2,25-100,MBE (Tier II) Representative,35e4,0.4
AR6,AR6_3,25-100,SPG (Tier III) Representative,35e4,0.4
TR8,TR8,<25,Financial Advisor,35e4,0.25
AB5,AB5,<25,Financial Advisor,35e4,0.44
PB14,PB14,<25,Financial Consultant,35e4,0.3
TB5,TB5_1,<25,Wealth Advisor,35e4,0.42
AR7,AR7,25-100,Financial Advisor,35e4,0.35
TB6,TB6,<25,Financial Advisor,35e4,0.31
TB5,TB5_2,<25,Financial Advisor,35e4,0.25
TL9,TL9,<25,Registered Representative,35e4,0.28
PB8,PB8,25-100,Investment Client Advisor,35e4,0.31
PT3,PT3,25-100,Advisor,35e4,0.28
TT7,TT7,<25,Financial Advisor,35e4,0.35
GB1,GB1_1,> 100,Branch Advisor,35e4,0.31
GB1,GB1_2,> 100,Hub Advisor,35e4,0.26
GT1,GT1_1,> 100,Traditional Advisor,35e4,0.35
GT1,GT1_2,> 100,Team Based (Partnered) Advisor,35e4,0.33
GL1,GL1,> 100,Advisor,35e4,0.32
TL7,TL7,25-100,Advisor,35e4,0.38
AB6,AB6,25-100,Advisor,35e4,0.35
AB4,AB4,25-100,Retail Investment Sales Officer,35e4,0.35
